diet_pattern,food_cat,food_group,outcome,impact_median_day,impact_median_year
Veg,Protein,pf_poultry,GHG (kgCO2eq),0,0
Veg,Protein,pf_poultry,WATER (litereq),0,0
Veg,Protein,pf_poultry_tot,BLUEWATER (L),-57.30691851,-20917.02526
Veg,Protein,pf_poultry_tot,CED (mJ),-1.790456754,-653.5167152
Veg,Protein,pf_poultry_tot,FL (mrh-eq),-0.02677776,-9.773882493
Veg,Protein,pf_poultry_tot,Food_price ($),0,0
Veg,Protein,pf_poultry_tot,GHG (kgCO2eq),-0.258911588,-94.50272979
Veg,Protein,pf_poultry_tot,WATER (litereq),-123.0303422,-44906.0749
Veg,Protein,pf_redm,BLUEWATER (L),0,0
Veg,Protein,pf_redm,Cancer (cases),NA,9496.450983
Veg,Protein,pf_redm,CED (mJ),0,0
Veg,Protein,pf_redm,CVD (deaths),NA,37149.98012
Veg,Protein,pf_redm,FL (mrh-eq),0,0
Veg,Protein,pf_redm,Food_price ($),-3.00313203,-1096.143191
Veg,Protein,pf_redm,GHG (kgCO2eq),0,0
Veg,Protein,pf_redm,WATER (litereq),0,0
Veg,Protein,pf_redm_tot,BLUEWATER (L),-108.4762251,-39593.82215
Veg,Protein,pf_redm_tot,CED (mJ),-4.774750229,-1742.783833
Veg,Protein,pf_redm_tot,FL (mrh-eq),-0.159572997,-58.24414388
Veg,Protein,pf_redm_tot,Food_price ($),0,0
Veg,Protein,pf_redm_tot,GHG (kgCO2eq),-2.071695467,-756.1688456
Veg,Protein,pf_redm_tot,WATER (litereq),-613.484787,-223921.9472
Veg,Protein,pf_seafood,BLUEWATER (L),-1.327429657,-484.5118247
Veg,Protein,pf_seafood,Cancer (cases),NA,0
Veg,Protein,pf_seafood,CED (mJ),-4.067849401,-1484.765031
Veg,Protein,pf_seafood,CVD (deaths),NA,0.026069226
Veg,Protein,pf_seafood,FL (mrh-eq),-0.045626103,-16.65352769
Veg,Protein,pf_seafood,Food_price ($),-1.480901131,-540.5289129
Veg,Protein,pf_seafood,GHG (kgCO2eq),-0.234405863,-85.55813997
Veg,Protein,pf_seafood,WATER (litereq),-9.219415934,-3365.086816
Veg,Other,sat_fat,BLUEWATER (L),-14.48351414,-5286.48266
Veg,Other,sat_fat,CED (mJ),-0.813291341,-296.8513394
Veg,Other,sat_fat,FL (mrh-eq),-0.021195801,-7.736467474
Veg,Other,sat_fat,Food_price ($),-0.083473688,-30.46789612
Veg,Other,sat_fat,GHG (kgCO2eq),-0.220321454,-80.41733063
Veg,Other,sat_fat,WATER (litereq),-65.55212202,-23926.52454
Veg,Other,sodium,Cancer (cases),NA,0
Veg,Other,sodium,CVD (deaths),NA,42819.56138
Veg,Other,ssb,Cancer (cases),NA,337.8098978
Veg,Other,ssb,CVD (deaths),NA,7170.489463
Veg,Vegetable,veg_dg,BLUEWATER (L),2.687550461,980.9559184
Veg,Vegetable,veg_dg,CED (mJ),0.043182574,15.76163939
Veg,Vegetable,veg_dg,FL (mrh-eq),0.002286996,0.834753518
Veg,Vegetable,veg_dg,Food_price ($),0.074871693,27.32816777
Veg,Vegetable,veg_dg,GHG (kgCO2eq),0.004912628,1.793109332
Veg,Vegetable,veg_dg,WATER (litereq),33.62026638,12271.39723
Veg,Vegetable,veg_exc_sta,Cancer (cases),NA,3807.411578
Veg,Vegetable,veg_exc_sta,CVD (deaths),NA,19188.5382
Veg,Vegetable,veg_oth,BLUEWATER (L),0.535997383,195.6390447
Veg,Vegetable,veg_oth,CED (mJ),0.008620203,3.146374201
Veg,Vegetable,veg_oth,FL (mrh-eq),5.05E-04,0.184308836
Veg,Vegetable,veg_oth,Food_price ($),0.065677287,23.97220971
Veg,Vegetable,veg_oth,GHG (kgCO2eq),8.34E-04,0.304437929
Veg,Vegetable,veg_oth,WATER (litereq),4.452700812,1625.235796
Veg,Vegetable,veg_ro,BLUEWATER (L),8.269857775,3018.498088
Veg,Vegetable,veg_ro,CED (mJ),0.466128364,170.1368528
Veg,Vegetable,veg_ro,FL (mrh-eq),0.019482534,7.111124772
Veg,Vegetable,veg_ro,Food_price ($),0.489942628,178.8290591
Veg,Vegetable,veg_ro,GHG (kgCO2eq),0.056174568,20.50371732
Veg,Vegetable,veg_ro,WATER (litereq),63.85647753,23307.6143
Veg,Vegetable,veg_sta,BLUEWATER (L),12.41212986,4530.427398
Veg,Vegetable,veg_sta,CED (mJ),0.31936127,116.5668636
Veg,Vegetable,veg_sta,FL (mrh-eq),0.005370739,1.960319682
Veg,Vegetable,veg_sta,Food_price ($),0.209986831,76.64519332
Veg,Vegetable,veg_sta,GHG (kgCO2eq),0.036125255,13.1857182
Veg,Vegetable,veg_sta,WATER (litereq),54.95017358,20056.81336
Vegan,Other,added_sugar,BLUEWATER (L),-10.11948301,-3693.611299
Vegan,Other,added_sugar,CED (mJ),-0.51035275,-186.2787538
Vegan,Other,added_sugar,FL (mrh-eq),-0.023642392,-8.629473184
Vegan,Other,added_sugar,Food_price ($),-0.829811527,-302.8812074
Vegan,Other,added_sugar,GHG (kgCO2eq),-0.052495127,-19.16072143
Vegan,Other,added_sugar,WATER (litereq),-37.39947869,-13650.80972
Vegan,Dairy,dairy_cow,BLUEWATER (L),-31.55261085,-11516.70296
Vegan,Dairy,dairy_cow,CED (mJ),-2.544280584,-928.6624133
Vegan,Dairy,dairy_cow,FL (mrh-eq),-0.057819523,-21.10412596
Vegan,Dairy,dairy_cow,Food_price ($),0,0
Vegan,Dairy,dairy_cow,GHG (kgCO2eq),-0.472303627,-172.3908237
Vegan,Dairy,dairy_cow,WATER (litereq),-132.2237202,-48261.65787
Vegan,Dairy,dairy_soy,BLUEWATER (L),7.155310913,2611.688483
Vegan,Dairy,dairy_soy,CED (mJ),0.932288747,340.2853926
Vegan,Dairy,dairy_soy,FL (mrh-eq),0.156417438,57.09236497
Vegan,Dairy,dairy_soy,Food_price ($),0,0
Vegan,Dairy,dairy_soy,GHG (kgCO2eq),0.143105554,52.23352718
Vegan,Dairy,dairy_soy,WATER (litereq),12.47570414,4553.63201
Vegan,Dairy,dairy_tot,BLUEWATER (L),0,0
Vegan,Dairy,dairy_tot,Cancer (cases),NA,0
Vegan,Dairy,dairy_tot,CED (mJ),0,0
Vegan,Dairy,dairy_tot,CVD (deaths),NA,0
Vegan,Dairy,dairy_tot,FL (mrh-eq),0,0
Vegan,Dairy,dairy_tot,Food_price ($),-0.565502758,-206.4085069
Vegan,Dairy,dairy_tot,GHG (kgCO2eq),0,0
Vegan,Dairy,dairy_tot,WATER (litereq),0,0
Vegan,Fruit,fruit_exc_juice,BLUEWATER (L),60.93582344,22241.57556
Vegan,Fruit,fruit_exc_juice,Cancer (cases),NA,5001.459795
Vegan,Fruit,fruit_exc_juice,CED (mJ),0.989758152,361.2617256
Vegan,Fruit,fruit_exc_juice,CVD (deaths),NA,39346.727
Vegan,Fruit,fruit_exc_juice,FL (mrh-eq),0.060622532,22.12722415
Vegan,Fruit,fruit_exc_juice,Food_price ($),1.522351715,555.6583761
Vegan,Fruit,fruit_exc_juice,GHG (kgCO2eq),0.130046517,47.46697866
Vegan,Fruit,fruit_exc_juice,WATER (litereq),450.8864332,164573.5481
Vegan,Fruit,fruit_juice,BLUEWATER (L),21.60679209,7886.479114
Vegan,Fruit,fruit_juice,CED (mJ),0.5341071,194.9490914
Vegan,Fruit,fruit_juice,FL (mrh-eq),0.033895893,12.37200093
Vegan,Fruit,fruit_juice,Food_price ($),0.149113345,54.42637104
Vegan,Fruit,fruit_juice,GHG (kgCO2eq),0.067572671,24.6640248
Vegan,Fruit,fruit_juice,WATER (litereq),184.7246353,67424.49189
Vegan,Grain,gr_refined,BLUEWATER (L),-30.09961268,-10986.35863
Vegan,Grain,gr_refined,CED (mJ),-0.351223161,-128.1964538
Vegan,Grain,gr_refined,FL (mrh-eq),-0.007941821,-2.898764494
Vegan,Grain,gr_refined,Food_price ($),-1.043037366,-380.7086387
Vegan,Grain,gr_refined,GHG (kgCO2eq),-0.061241195,-22.35303607
Vegan,Grain,gr_refined,WATER (litereq),-94.66166159,-34551.50648
Vegan,Grain,gr_whole,BLUEWATER (L),33.33988474,12169.05793
Vegan,Grain,gr_whole,Cancer (cases),NA,29263.25896
Vegan,Grain,gr_whole,CED (mJ),0.543952912,198.5428129
Vegan,Grain,gr_whole,CVD (deaths),NA,50128.76481
Vegan,Grain,gr_whole,FL (mrh-eq),0.009727236,3.550441248
Vegan,Grain,gr_whole,Food_price ($),0.919547316,335.6347702
Vegan,Grain,gr_whole,GHG (kgCO2eq),0.086034146,31.40246316
Vegan,Grain,gr_whole,WATER (litereq),154.7278314,56475.65846
Vegan,Protein,leg_tot,BLUEWATER (L),30.77859742,11234.18806
Vegan,Protein,leg_tot,Cancer (cases),NA,13214.97309
Vegan,Protein,leg_tot,CED (mJ),0.51804573,189.0866916
Vegan,Protein,leg_tot,CVD (deaths),NA,43246.50218
Vegan,Protein,leg_tot,FL (mrh-eq),0.02146495,7.834706887
Vegan,Protein,leg_tot,Food_price ($),0.589460894,215.1532263
Vegan,Protein,leg_tot,GHG (kgCO2eq),0.086209262,31.46638055
Vegan,Protein,leg_tot,WATER (litereq),127.4697814,46526.47019
Vegan,Other,oil,BLUEWATER (L),-0.279032412,-101.8468303
Vegan,Other,oil,CED (mJ),-0.008998989,-3.284631032
Vegan,Other,oil,FL (mrh-eq),-3.51E-04,-0.128210305
Vegan,Other,oil,Food_price ($),-0.006877802,-2.510397904
Vegan,Other,oil,GHG (kgCO2eq),-0.001098164,-0.400830014
Vegan,Other,oil,WATER (litereq),-0.779428017,-284.4912262
Vegan,Protein,pf_egg,BLUEWATER (L),-18.38456661,-6710.366812
Vegan,Protein,pf_egg,CED (mJ),-0.939814935,-343.0324513
Vegan,Protein,pf_egg,FL (mrh-eq),-0.013594897,-4.962137295
Vegan,Protein,pf_egg,Food_price ($),-1.229855177,-448.8971397
Vegan,Protein,pf_egg,GHG (kgCO2eq),-0.153384952,-55.98550743
Vegan,Protein,pf_egg,WATER (litereq),-42.18740774,-15398.40382
Vegan,Protein,pf_ns,BLUEWATER (L),21.98431799,8024.276068
Vegan,Protein,pf_ns,Cancer (cases),NA,618.6973827
Vegan,Protein,pf_ns,CED (mJ),0.059016384,21.54098002
Vegan,Protein,pf_ns,CVD (deaths),NA,38360.19387
Vegan,Protein,pf_ns,FL (mrh-eq),0.014082358,5.140060775
Vegan,Protein,pf_ns,Food_price ($),0.099306102,36.24672715
Vegan,Protein,pf_ns,GHG (kgCO2eq),0.010250881,3.741571674
Vegan,Protein,pf_ns,WATER (litereq),128.0443048,46736.17126
Vegan,Protein,pf_pm,BLUEWATER (L),0,0
Vegan,Protein,pf_pm,Cancer (cases),NA,14009.08977
Vegan,Protein,pf_pm,CED (mJ),0,0
Vegan,Protein,pf_pm,CVD (deaths),NA,66719.149
Vegan,Protein,pf_pm,FL (mrh-eq),0,0
Vegan,Protein,pf_pm,Food_price ($),-0.856126132,-312.486038
Vegan,Protein,pf_pm,GHG (kgCO2eq),0,0
Vegan,Protein,pf_pm,WATER (litereq),0,0
Vegan,Protein,pf_poultry,BLUEWATER (L),0,0
Vegan,Protein,pf_poultry,CED (mJ),0,0
Vegan,Protein,pf_poultry,FL (mrh-eq),0,0
Vegan,Protein,pf_poultry,Food_price ($),-1.659678419,-605.782623
Vegan,Protein,pf_poultry,GHG (kgCO2eq),0,0
Vegan,Protein,pf_poultry,WATER (litereq),0,0
Vegan,Protein,pf_poultry_tot,BLUEWATER (L),-57.30887643,-20917.7399
Vegan,Protein,pf_poultry_tot,CED (mJ),-1.790521686,-653.5404153
Vegan,Protein,pf_poultry_tot,FL (mrh-eq),-0.026776152,-9.773295325
Vegan,Protein,pf_poultry_tot,Food_price ($),0,0
Vegan,Protein,pf_poultry_tot,GHG (kgCO2eq),-0.258868639,-94.48705336
Vegan,Protein,pf_poultry_tot,WATER (litereq),-123.0345743,-44907.61962
Vegan,Protein,pf_redm,BLUEWATER (L),0,0
Vegan,Protein,pf_redm,Cancer (cases),NA,9496.450983
Vegan,Protein,pf_redm,CED (mJ),0,0
Vegan,Protein,pf_redm,CVD (deaths),NA,37149.98012
Vegan,Protein,pf_redm,FL (mrh-eq),0,0
Vegan,Protein,pf_redm,Food_price ($),-2.999993194,-1094.997516
Vegan,Protein,pf_redm,GHG (kgCO2eq),0,0
Vegan,Protein,pf_redm,WATER (litereq),0,0
Vegan,Protein,pf_redm_tot,BLUEWATER (L),-108.4829083,-39596.26153
Vegan,Protein,pf_redm_tot,CED (mJ),-4.775156272,-1742.932039
Vegan,Protein,pf_redm_tot,FL (mrh-eq),-0.159592104,-58.25111797
Vegan,Protein,pf_redm_tot,Food_price ($),0,0
Vegan,Protein,pf_redm_tot,GHG (kgCO2eq),-2.071848072,-756.2245462
Vegan,Protein,pf_redm_tot,WATER (litereq),-613.534702,-223940.1662
Vegan,Protein,pf_seafood,BLUEWATER (L),-1.327251181,-484.4466811
Vegan,Protein,pf_seafood,Cancer (cases),NA,0
Vegan,Protein,pf_seafood,CED (mJ),-4.06626639,-1484.187232
Vegan,Protein,pf_seafood,CVD (deaths),NA,0.026069226
Vegan,Protein,pf_seafood,FL (mrh-eq),-0.045601886,-16.64468831
Vegan,Protein,pf_seafood,Food_price ($),-1.482580841,-541.1420069
Vegan,Protein,pf_seafood,GHG (kgCO2eq),-0.234236547,-85.49633968
Vegan,Protein,pf_seafood,WATER (litereq),-9.218468059,-3364.740842
Vegan,Other,sat_fat,BLUEWATER (L),-14.50065915,-5292.74059
Vegan,Other,sat_fat,CED (mJ),-0.814202389,-297.1838719
Vegan,Other,sat_fat,FL (mrh-eq),-0.021218967,-7.744922779
Vegan,Other,sat_fat,Food_price ($),-0.08356016,-30.49945845
Vegan,Other,sat_fat,GHG (kgCO2eq),-0.220572752,-80.50905439
Vegan,Other,sat_fat,WATER (litereq),-65.62721208,-23953.93241
Vegan,Other,sodium,Cancer (cases),NA,0
Vegan,Other,sodium,CVD (deaths),NA,42819.56138
Vegan,Other,ssb,Cancer (cases),NA,337.8098978
Vegan,Other,ssb,CVD (deaths),NA,7170.489463
Vegan,Vegetable,veg_dg,BLUEWATER (L),2.665377645,972.8628403
Vegan,Vegetable,veg_dg,CED (mJ),0.042878069,15.65049501
Vegan,Vegetable,veg_dg,FL (mrh-eq),0.002281662,0.832806793
Vegan,Vegetable,veg_dg,Food_price ($),0.073997723,27.00916905
Vegan,Vegetable,veg_dg,GHG (kgCO2eq),0.00487486,1.779323973
Vegan,Vegetable,veg_dg,WATER (litereq),33.40102973,12191.37585
Vegan,Vegetable,veg_exc_sta,Cancer (cases),NA,3807.411578
Vegan,Vegetable,veg_exc_sta,CVD (deaths),NA,19188.5382
Vegan,Vegetable,veg_oth,BLUEWATER (L),0.52337657,191.0324482
Vegan,Vegetable,veg_oth,CED (mJ),0.008409987,3.069645416
Vegan,Vegetable,veg_oth,FL (mrh-eq),4.91E-04,0.179242666
Vegan,Vegetable,veg_oth,Food_price ($),0.063916412,23.3294904
Vegan,Vegetable,veg_oth,GHG (kgCO2eq),7.98E-04,0.291284699
Vegan,Vegetable,veg_oth,WATER (litereq),4.406857414,1608.502956
Vegan,Vegetable,veg_ro,BLUEWATER (L),8.27059393,3018.766784
Vegan,Vegetable,veg_ro,CED (mJ),0.465896937,170.0523822
Vegan,Vegetable,veg_ro,FL (mrh-eq),0.019473652,7.107882803
Vegan,Vegetable,veg_ro,Food_price ($),0.489765229,178.7643084
Vegan,Vegetable,veg_ro,GHG (kgCO2eq),0.056136329,20.48976004
Vegan,Vegetable,veg_ro,WATER (litereq),63.85675225,23307.71457
Vegan,Vegetable,veg_sta,BLUEWATER (L),12.4215882,4533.879692
Vegan,Vegetable,veg_sta,CED (mJ),0.319461966,116.6036174
Vegan,Vegetable,veg_sta,FL (mrh-eq),0.005375554,1.96207726
Vegan,Vegetable,veg_sta,Food_price ($),0.21012272,76.69479263
Vegan,Vegetable,veg_sta,GHG (kgCO2eq),0.036153835,13.19614965
Vegan,Vegetable,veg_sta,WATER (litereq),54.95618912,20059.00903
