subgroup,Foodgroup,N,Mean_Intake,SE_Intake,sigma_u_wgt,Food_label,Food_desc,pro_gro
33,pf_pm,249,1.03,0.11,0.6,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6826671999583164
34,pf_pm,134,0.86,0.05,0.52,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7835141207226827
35,pf_pm,203,0.58,0.04,0.37,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7708465240889089
36,pf_pm,89,0.69,0.1,0.43,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8577734550717825
37,pf_pm,286,1.09,0.08,0.64,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7721007756121969
38,pf_pm,158,0.97,0.1,0.58,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7236443728343339
39,pf_pm,184,1.03,0.13,0.61,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7774036388403545
40,pf_pm,84,0.96,0.14,0.56,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7764200020309171
41,pf_pm,310,0.83,0.06,0.5,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7448269752181546
42,pf_pm,95,0.85,0.08,0.5,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8374490017457417
43,pf_pm,85,0.71,0.11,0.44,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6759581055053028
44,pf_pm,44,0.92,0.23,0.56,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8734520363675284
45,pf_pm,334,1.09,0.06,0.64,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7844186782484073
46,pf_pm,82,0.96,0.12,0.57,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8490620180791251
47,pf_pm,58,1.07,0.16,0.63,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.781561443555312
48,pf_pm,36,1.1,0.19,0.64,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.972255906386219
1,pf_poultry,381,1.42,0.1,0.71,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5646778787845619
2,pf_poultry,282,1.7,0.07,0.85,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4075818688027187
3,pf_poultry,337,1.51,0.08,0.76,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4849724344995853
4,pf_poultry,234,1.46,0.09,0.75,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.546779320365059
5,pf_poultry,354,1.62,0.12,0.81,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5037663826485792
6,pf_poultry,240,1.81,0.09,0.9,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4586312792878672
7,pf_poultry,290,1.7,0.11,0.84,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4990974516780854
8,pf_poultry,235,1.69,0.11,0.85,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5093359740411166
9,pf_poultry,237,1.35,0.08,0.68,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5987142976023778
10,pf_poultry,199,1.56,0.14,0.78,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5022635890364788
11,pf_poultry,252,1.52,0.1,0.75,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.587786122923603
12,pf_poultry,141,1.46,0.12,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5530588885275252
13,pf_poultry,215,1.6,0.14,0.8,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.49002461717558776
14,pf_poultry,155,1.8,0.15,0.89,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5297749250676003
15,pf_poultry,198,1.6,0.16,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6113222522335138
16,pf_poultry,134,1.71,0.16,0.85,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.43520684243534175
17,pf_poultry,245,1.52,0.1,0.76,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5789266742649545
18,pf_poultry,201,1.64,0.11,0.81,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6074427849928024
19,pf_poultry,236,1.58,0.1,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6793618986004092
20,pf_poultry,138,1.52,0.11,0.75,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7090859330774317
21,pf_poultry,234,1.44,0.08,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4907728130621743
22,pf_poultry,161,1.69,0.14,0.83,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.4613385116625662
23,pf_poultry,198,1.59,0.1,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5997018371034663
24,pf_poultry,162,1.54,0.12,0.76,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6317909047377489
25,pf_poultry,269,1.33,0.11,0.67,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6140515211324388
26,pf_poultry,243,1.55,0.08,0.78,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6175822999945528
27,pf_poultry,297,1.45,0.08,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7270062028560079
28,pf_poultry,136,1.58,0.29,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7105085126005204
29,pf_poultry,291,1.46,0.13,0.73,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5684327995156149
30,pf_poultry,238,1.84,0.11,0.9,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.610014110808571
31,pf_poultry,263,1.68,0.15,0.83,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5259891176037653
32,pf_poultry,132,1.6,0.16,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.728423451843398
33,pf_poultry,249,1.48,0.1,0.74,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7302521149630036
34,pf_poultry,134,1.61,0.11,0.81,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6174996581890384
35,pf_poultry,203,1.46,0.13,0.74,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6518076119871576
36,pf_poultry,89,1.28,0.14,0.65,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6152090183077961
37,pf_poultry,286,1.43,0.13,0.72,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7038421365439833
38,pf_poultry,158,1.56,0.1,0.78,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5872869570389836
39,pf_poultry,184,1.59,0.12,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.594806516213337
40,pf_poultry,84,1.7,0.2,0.83,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6040092635454711
41,pf_poultry,310,1.27,0.06,0.65,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6082194023048263
42,pf_poultry,95,1.57,0.14,0.77,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.652968121575607
43,pf_poultry,85,1.21,0.12,0.63,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6921201527189129
44,pf_poultry,44,1.15,0.1,0.61,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7312151227446073
45,pf_poultry,334,1.17,0.1,0.6,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6646917692666525
46,pf_poultry,82,1.87,0.23,0.91,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6070787305617853
47,pf_poultry,58,1.46,0.33,0.74,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.8249713523567817
48,pf_poultry,36,1.18,0.19,0.61,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.599636723098715
1,pf_poultry_tot,381,1.73,0.11,0.79,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.613340237623199
2,pf_poultry_tot,282,2.03,0.09,0.92,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.4272058924199161
3,pf_poultry_tot,337,1.78,0.09,0.82,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5162356243593142
4,pf_poultry_tot,234,1.62,0.1,0.76,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5391601272401016
5,pf_poultry_tot,354,1.99,0.14,0.91,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5468581064613104
6,pf_poultry_tot,240,2.08,0.09,0.95,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.4859332036302123
7,pf_poultry_tot,290,1.99,0.11,0.91,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5212789793369648
8,pf_poultry_tot,235,2.04,0.14,0.93,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5284124478272906
9,pf_poultry_tot,237,1.56,0.08,0.73,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6198430251967663
10,pf_poultry_tot,199,1.81,0.15,0.83,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5287860010058336
11,pf_poultry_tot,252,1.81,0.11,0.82,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6134798690027881
12,pf_poultry_tot,141,1.78,0.13,0.82,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5810765162375533
13,pf_poultry_tot,215,1.95,0.14,0.89,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5029597549955945
14,pf_poultry_tot,155,1.99,0.15,0.9,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5241157747043285
15,pf_poultry_tot,198,1.83,0.18,0.83,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6182300013946365
16,pf_poultry_tot,134,2.08,0.19,0.94,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.47544743459346994
17,pf_poultry_tot,245,1.79,0.11,0.83,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6225468740812641
18,pf_poultry_tot,201,1.91,0.12,0.87,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.621176374231361
19,pf_poultry_tot,236,1.77,0.12,0.82,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.691158290574833
20,pf_poultry_tot,138,1.88,0.2,0.85,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.7458632889040075
21,pf_poultry_tot,234,1.66,0.07,0.77,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5412871760758916
22,pf_poultry_tot,161,1.98,0.13,0.89,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.4909963784665128
23,pf_poultry_tot,198,1.93,0.13,0.87,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6162667025334573
24,pf_poultry_tot,162,1.86,0.15,0.84,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6394855263509709
25,pf_poultry_tot,269,1.62,0.12,0.75,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6379070784534944
26,pf_poultry_tot,243,1.86,0.11,0.85,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6357122085147718
27,pf_poultry_tot,297,1.71,0.09,0.79,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.725459659304314
28,pf_poultry_tot,136,1.87,0.31,0.86,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6872937204412408
29,pf_poultry_tot,291,1.63,0.12,0.75,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6112893556654257
30,pf_poultry_tot,238,2.07,0.11,0.93,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6304329979823338
31,pf_poultry_tot,263,1.88,0.18,0.86,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5400242268424242
32,pf_poultry_tot,132,1.87,0.22,0.85,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.738404883511536
33,pf_poultry_tot,249,1.78,0.12,0.81,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.7201526722775518
34,pf_poultry_tot,134,1.84,0.13,0.85,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6376849181155012
35,pf_poultry_tot,203,1.68,0.15,0.78,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6558629942187963
36,pf_poultry_tot,89,1.56,0.17,0.73,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6380114635175984
37,pf_poultry_tot,286,1.63,0.14,0.76,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.7279700755716487
38,pf_poultry_tot,158,1.89,0.11,0.87,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6306715498979854
39,pf_poultry_tot,184,1.87,0.12,0.86,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6115807104803399
40,pf_poultry_tot,84,1.6,0.24,0.74,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6110978105888306
41,pf_poultry_tot,310,1.47,0.06,0.68,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6421476004845382
42,pf_poultry_tot,95,1.82,0.15,0.82,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.678128909006866
43,pf_poultry_tot,85,1.43,0.15,0.67,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6718682292249357
44,pf_poultry_tot,44,1.42,0.15,0.68,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.7492968829755468
45,pf_poultry_tot,334,1.33,0.11,0.63,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6942950298128444
46,pf_poultry_tot,82,2.17,0.21,0.97,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.6392721542462328
47,pf_poultry_tot,58,1.65,0.36,0.77,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.8351987953885951
48,pf_poultry_tot,36,1.39,0.18,0.65,Unprocessed and processed poultry,Combination of ‘uncured poultry’ and ‘cured poultry’,0.5998100163102884
1,pf_redm,381,1.32,0.07,0.61,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5954703795791705
2,pf_redm,282,1.16,0.08,0.55,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5820701991932291
3,pf_redm,337,1.5,0.09,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5974374535607166
4,pf_redm,234,1.3,0.12,0.61,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.635490854040692
5,pf_redm,354,1.24,0.09,0.58,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.552818520944321
6,pf_redm,240,1.55,0.1,0.71,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5338172545977924
7,pf_redm,290,1.69,0.09,0.78,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.47431712182841906
8,pf_redm,235,1.69,0.14,0.78,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.4713193431486779
9,pf_redm,237,1.26,0.11,0.59,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5771456919001826
10,pf_redm,199,1.02,0.09,0.49,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.570146568243725
11,pf_redm,252,1.37,0.1,0.63,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5921759595514944
12,pf_redm,141,1.38,0.09,0.64,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7251169709729695
13,pf_redm,215,1.48,0.11,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5162351012654204
14,pf_redm,155,1.46,0.13,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.4688490872896574
15,pf_redm,198,1.71,0.11,0.77,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6324914702911462
16,pf_redm,134,1.48,0.19,0.68,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6683663068215028
17,pf_redm,245,1.38,0.12,0.64,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5637509072226178
18,pf_redm,201,1.22,0.09,0.57,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6214237166616294
19,pf_redm,236,1.44,0.12,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7146148692798655
20,pf_redm,138,1.52,0.14,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6775029828224577
21,pf_redm,234,1.59,0.12,0.73,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5666307516346917
22,pf_redm,161,1.5,0.09,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5843852406571705
23,pf_redm,198,1.57,0.08,0.72,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5698122187543314
24,pf_redm,162,1.73,0.22,0.78,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6903954160973091
25,pf_redm,269,1.46,0.09,0.68,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6493599560943109
26,pf_redm,243,1.26,0.08,0.59,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6240769459031913
27,pf_redm,297,1.32,0.07,0.61,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6786534994579271
28,pf_redm,136,1.44,0.11,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6053039533077867
29,pf_redm,291,1.74,0.13,0.79,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6166524861176348
30,pf_redm,238,1.42,0.09,0.65,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7138793141581958
31,pf_redm,263,1.7,0.09,0.77,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5645975276552103
32,pf_redm,132,1.43,0.12,0.66,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.843137467975146
33,pf_redm,249,1.37,0.07,0.63,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6622189909380299
34,pf_redm,134,1.17,0.12,0.56,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7809591998137497
35,pf_redm,203,1.44,0.11,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.586042890701611
36,pf_redm,89,1.22,0.14,0.58,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.914647064709977
37,pf_redm,286,1.55,0.1,0.72,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5851006595704562
38,pf_redm,158,1.54,0.1,0.71,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5776355253633041
39,pf_redm,184,1.48,0.13,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5008891532643905
40,pf_redm,84,1.16,0.18,0.54,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7662292543475616
41,pf_redm,310,1.27,0.07,0.59,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6179551779156129
42,pf_redm,95,1.24,0.13,0.57,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7236815174060447
43,pf_redm,85,1.26,0.11,0.59,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7236554307087465
44,pf_redm,44,1.32,0.19,0.63,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.9076816355256964
45,pf_redm,334,1.39,0.07,0.65,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6283772177812871
46,pf_redm,82,1.51,0.15,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7159231572928467
47,pf_redm,58,1.59,0.21,0.73,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5605487132936363
48,pf_redm,36,1.2,0.17,0.56,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.747005946256783
1,pf_redm_tot,381,1.84,0.09,0.81,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6109982335034863
2,pf_redm_tot,282,1.87,0.1,0.82,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.5847610757596052
3,pf_redm_tot,337,1.95,0.12,0.85,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.588070579337042
4,pf_redm_tot,234,1.93,0.12,0.86,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6028972891605154
