diet_pattern,food_cat,food_group,outcome,impact_median_year,LB_year,UB_year,impact_median_day,LB_day,UB_day
DGAplus,Fruit,fruit_exc_juice,Food_price (USD),566670071.163296,557794160.223274,574709881.815156,1552520.7429131398,1528203.1786939013,1574547.6214113862
Med,Fruit,fruit_exc_juice,Food_price (USD),532107892.28392,523331927.286182,540225784.609444,1457829.8418737534,1433786.1021539234,1480070.6427656
US,Fruit,fruit_exc_juice,Food_price (USD),369392871.603187,360976883.061627,377947233.551096,1012035.2646662658,988977.7618126767,1035471.8727427288
Veg,Fruit,fruit_exc_juice,Food_price (USD),369538075.364778,360972004.761309,377353474.908124,1012433.0831911726,988964.3966063261,1033845.1367345863
Vegan,Fruit,fruit_exc_juice,Food_price (USD),369257393.128673,360828063.32533,377244839.835333,1011664.0907634877,988570.0365077534,1033547.5063981726
DGAplus,Fruit,fruit_juice,Food_price (USD),-34982806.2928779,-36691108.2395368,-33349444.7448678,-95843.30491199424,-100523.58421790904,-91368.3417667611
Med,Fruit,fruit_juice,Food_price (USD),47608863.6321913,45971659.7722153,49271766.7618182,130435.24282792138,125949.75280058986,134991.14181320055
US,Fruit,fruit_juice,Food_price (USD),30579336.5116688,28819938.0381016,32113363.1174383,83779.00414155835,78958.73435096328,87981.81676010494
Veg,Fruit,fruit_juice,Food_price (USD),30493939.9042601,28902851.3328888,32221473.4772795,83545.04083358932,79185.89406270905,88278.00952679315
Vegan,Fruit,fruit_juice,Food_price (USD),30548675.6740273,28794465.3226587,32234191.6597524,83695.00184665014,78888.94608947588,88312.85386233534
DGAplus,Grains,gr_refined,Food_price (USD),-295824745.843522,-302028954.291254,-290133971.046324,-810478.7557356767,-827476.587099326,-794887.5919077371
Med,Grains,gr_refined,Food_price (USD),-241973816.229837,-248311855.868061,-235650373.233048,-662941.962273526,-680306.4544330438,-645617.4609124602
US,Grains,gr_refined,Food_price (USD),-242012369.612035,-247837191.798976,-235569627.048266,-663047.587978178,-679006.0049287013,-645396.2384884
Veg,Grains,gr_refined,Food_price (USD),-241972507.735817,-247724138.927113,-235886773.372964,-662938.3773584027,-678696.2710331863,-646265.1325286685
Vegan,Grains,gr_refined,Food_price (USD),-242020588.635842,-248305408.424229,-236016603.3215,-663070.105851622,-680288.7902033671,-646620.8310178082
DGAplus,Grains,gr_whole,Food_price (USD),259228337.683414,257108116.44456,261556439.661489,710214.6237901754,704405.7984782466,716592.9853739425
Med,Grains,gr_whole,Food_price (USD),210116130.099982,207813357.067629,212400948.984946,575660.6304109095,569351.6631989835,581920.4081779342
US,Grains,gr_whole,Food_price (USD),210079700.08717,207848857.349813,212313250.114382,575560.8221566301,569448.9242460631,581680.1372996767
Veg,Grains,gr_whole,Food_price (USD),259146905.947166,257161283.412236,261339588.693515,709991.5231429206,704551.4614033863,715998.8731329178
Vegan,Grains,gr_whole,Food_price (USD),259273440.382967,257122026.596018,261499258.07454,710338.1928300465,704443.9084822411,716436.3234918903
DGAplus,Protein,leg_tot,Food_price (USD),78190781.4405149,77058854.5131646,79343581.8990519,214221.31901510933,211120.1493511359,217379.67643575865
Med,Protein,leg_tot,Food_price (USD),26002676.9475088,24937118.2357835,27160570.7476374,71240.2108150926,68320.8718788589,74412.52259626685
US,Protein,leg_tot,Food_price (USD),25999872.3324471,24862273.7484054,27143573.2493263,71232.52693821123,68115.81848878192,74365.95410774328
Veg,Protein,leg_tot,Food_price (USD),147934160.47551,146751818.976337,149090715.14639,405299.06979591784,402059.7780173616,408467.7127298356
Vegan,Protein,leg_tot,Food_price (USD),164922250.398423,163728516.865386,166009607.934034,451841.78191348765,448571.27908324933,454820.84365488763
DGAplus,Other,oil,Food_price (USD),-1190530.89276273,-1965240.73306425,-446018.613158386,-3261.728473322548,-5384.221186477397,-1221.9688031736603
Med,Other,oil,Food_price (USD),-1199747.96657226,-1981846.14365045,-400982.637774159,-3286.980730334959,-5429.715462056028,-1098.5825692442713
US,Other,oil,Food_price (USD),-1199132.18391165,-1970085.25403212,-441589.764206878,-3285.293654552466,-5397.493846663343,-1209.8349704298028
Veg,Other,oil,Food_price (USD),-1190113.73634545,-1979465.26622078,-386600.218716314,-3260.58557902863,-5423.192510193918,-1059.178681414559
Vegan,Other,oil,Food_price (USD),-1226961.27462766,-2010952.49191047,-416697.34025079,-3361.5377387059175,-5509.458881946493,-1141.6365486323014
DGAplus,Protein,pf_egg,Food_price (USD),-187901360.934339,-201493143.492833,-175522311.152364,-514798.2491351753,-552036.0095694055,-480883.04425305204
Med,Protein,pf_egg,Food_price (USD),-73390305.5071644,-86609488.9368559,-59721127.0762364,-201069.3301566148,-237286.27105987916,-163619.5262362641
US,Protein,pf_egg,Food_price (USD),-73395715.6452269,-86236903.8236283,-60764565.0687561,-201084.15245267644,-236265.48992774877,-166478.2604623455
Veg,Protein,pf_egg,Food_price (USD),-98919703.7767181,-112151310.368754,-85742256.988713,-271012.8870595016,-307263.86402398354,-234910.29311976163
Vegan,Protein,pf_egg,Food_price (USD),-312122136.789923,-325485709.796695,-298492782.217927,-855129.1418902001,-891741.6706758767,-817788.4444326767
DGAplus,Protein,pf_ns,Food_price (USD),20311027.5483723,18744163.8967929,21976073.4882286,55646.65081745835,51353.87368984356,60208.420515694794
Med,Protein,pf_ns,Food_price (USD),-2130626.4194208,-3738074.28572659,-552616.103050139,-5837.332655947398,-10241.299412949562,-1514.0167206853125
US,Protein,pf_ns,Food_price (USD),-2154194.22679288,-3696189.63939561,-600886.042650283,-5901.90199121337,-10126.546957248247,-1646.2631305487205
Veg,Protein,pf_ns,Food_price (USD),20342289.3072665,18830385.2964398,21840733.2585834,55732.299471963015,51590.096702574796,59837.62536598192
Vegan,Protein,pf_ns,Food_price (USD),28833304.4611405,27370867.6165462,30314433.4699715,78995.35468805616,74988.67840149644,83053.24238348356
DGAplus,Protein,pf_pm,Food_price (USD),-209312949.93696,-214932326.843055,-203801640.674097,-573460.136813589,-588855.6899809727,-558360.6593810876
Med,Protein,pf_pm,Food_price (USD),-42181344.2342453,-48132651.9231345,-36911310.5752344,-115565.32666916521,-131870.2792414644,-101126.87828831343
US,Protein,pf_pm,Food_price (USD),-42218273.5197452,-47594109.6096905,-36878502.498002,-115666.50279382247,-130394.82084846713,-101036.99314521096
Veg,Protein,pf_pm,Food_price (USD),-209663619.511856,-215306652.65843,-204179787.826241,-574420.8753749479,-589881.2401600822,-559396.6789760027
Vegan,Protein,pf_pm,Food_price (USD),-209535260.400951,-215005779.446289,-203779503.922816,-574069.206577948,-589056.9299898329,-558300.0107474411
DGAplus,Protein,pf_poultry,Food_price (USD),-128027571.64115,-137162305.678303,-118890148.498165,-350760.47024972603,-375787.1388446658,-325726.43424154795
Med,Protein,pf_poultry,Food_price (USD),-60475856.0805019,-70422530.8525416,-51799227.0289606,-165687.2769328819,-192938.4406918948,-141915.690490303
US,Protein,pf_poultry,Food_price (USD),-60518148.8086015,-70297141.3330401,-51052681.7989392,-165803.14742082602,-192594.9077617537,-139870.3610929841
Veg,Protein,pf_poultry,Food_price (USD),-377223529.985464,-386244667.005798,-367924571.428485,-1033489.1232478465,-1058204.5671391725,-1008012.5244616027
Vegan,Protein,pf_poultry,Food_price (USD),-378079551.582219,-386816968.033854,-369238229.722467,-1035834.3878964904,-1059772.515161244,-1011611.5882807316
DGAplus,Protein,pf_poultry_tot,Food_price (USD),0,0,0,0,0,0
Med,Protein,pf_poultry_tot,Food_price (USD),0,0,0,0,0,0
US,Protein,pf_poultry_tot,Food_price (USD),0,0,0,0,0,0
Veg,Protein,pf_poultry_tot,Food_price (USD),0,0,0,0,0,0
Vegan,Protein,pf_poultry_tot,Food_price (USD),0,0,0,0,0,0
DGAplus,Protein,pf_redm,Food_price (USD),-451972714.250068,-467560490.356451,-435721043.967048,-1238281.4089042959,-1280987.6448121944,-1193756.2848412273
Med,Protein,pf_redm,Food_price (USD),-108454810.121416,-124829439.646893,-92731892.3643047,-297136.4660860712,-341998.46478600823,-254059.97908028687
US,Protein,pf_redm,Food_price (USD),-108009901.007407,-123885591.81906,-92196128.9474068,-295917.53700659453,-339412.5803261918,-252592.1341024844
Veg,Protein,pf_redm,Food_price (USD),-694027890.80725,-709060777.370967,-678298916.646182,-1901446.2761842466,-1942632.2667697726,-1858353.1962909093
Vegan,Protein,pf_redm,Food_price (USD),-693545581.474532,-709512696.039013,-677827743.555008,-1900124.8807521425,-1943870.400106885,-1857062.311109611
DGAplus,Protein,pf_redm_tot,Food_price (USD),0,0,0,0,0,0
Med,Protein,pf_redm_tot,Food_price (USD),0,0,0,0,0,0
US,Protein,pf_redm_tot,Food_price (USD),0,0,0,0,0,0
Veg,Protein,pf_redm_tot,Food_price (USD),0,0,0,0,0,0
Vegan,Protein,pf_redm_tot,Food_price (USD),0,0,0,0,0,0
DGAplus,Protein,pf_seafood,Food_price (USD),289294095.640493,274044061.825865,304926291.293633,792586.5633986109,750805.6488379862,835414.4966948848
Med,Protein,pf_seafood,Food_price (USD),973739113.240486,958862252.471028,987634514.401866,2667778.3924396876,2627019.869783638,2705847.9846626464
US,Protein,pf_seafood,Food_price (USD),373246600.738123,357315858.200656,388526129.254493,1022593.4266797891,978947.556714126,1064455.1486424466
Veg,Protein,pf_seafood,Food_price (USD),-310657502.312114,-325463524.479351,-295768769.328548,-851116.4446907233,-891680.8889845232,-810325.3954206795
Vegan,Protein,pf_seafood,Food_price (USD),-310962044.702705,-326881864.588651,-296939868.388898,-851950.8074046713,-895566.752297674,-813533.8859969808
DGAplus,Other,sat_fat,Food_price (USD),-22613068.7309753,-22996700.3139521,-22242870.3062245,-61953.61296157617,-63004.65839438931,-60939.37070198493
Med,Other,sat_fat,Food_price (USD),-23665265.6715739,-24049539.7165632,-23277532.3789765,-64836.344305681916,-65889.14990839233,-63774.061312264384
US,Other,sat_fat,Food_price (USD),-23684430.1888692,-24077153.2085095,-23289145.5425601,-64888.84983251836,-65964.80331098493,-63805.878198794795
Veg,Other,sat_fat,Food_price (USD),-22631482.2619731,-23030336.136666,-22248011.0974534,-62004.06099170713,-63096.811333331505,-60953.455061516164
Vegan,Other,sat_fat,Food_price (USD),-22621930.9666453,-22987623.3629884,-22232458.3072256,-61977.893059302194,-62979.79003558466,-60910.84467733041
DGAplus,Other,sodium,Food_price (USD),0,0,0,0,0,0
Med,Other,sodium,Food_price (USD),0,0,0,0,0,0
US,Other,sodium,Food_price (USD),0,0,0,0,0,0
Veg,Other,sodium,Food_price (USD),0,0,0,0,0,0
Vegan,Other,sodium,Food_price (USD),0,0,0,0,0,0
DGAplus,Other,ssb,Food_price (USD),0,0,0,0,0,0
Med,Other,ssb,Food_price (USD),0,0,0,0,0,0
US,Other,ssb,Food_price (USD),0,0,0,0,0,0
Veg,Other,ssb,Food_price (USD),0,0,0,0,0,0
Vegan,Other,ssb,Food_price (USD),0,0,0,0,0,0
DGAplus,Vegetables,veg_dg,Food_price (USD),30004782.7898372,27520931.1542779,32669842.4850881,82204.88435571836,75399.81138158328,89506.41776736465
Med,Vegetables,veg_dg,Food_price (USD),30066358.1066899,27426963.3965758,32721696.3720853,82373.58385394493,75142.36547007068,89648.48321119261
US,Vegetables,veg_dg,Food_price (USD),30029129.3733924,27259647.1266577,32520162.1183151,82271.58732436274,74683.96473056903,89096.3345707263
Veg,Vegetables,veg_dg,Food_price (USD),30006554.1185786,27334818.0035227,32588626.9117959,82209.73731117425,74889.91233841836,89283.90934738603
Vegan,Vegetables,veg_dg,Food_price (USD),30045776.6957691,27320495.9807798,32921406.9995842,82317.19642676465,74850.67391994466,90195.63561529918
DGAplus,Vegetables,veg_exc_sta,Food_price (USD),188129140.7652153,177878862.0412178,198369851.92843232,0,0,0
Med,Vegetables,veg_exc_sta,Food_price (USD),188144607.5903455,178052285.1768778,199046857.2934238,0,0,0
US,Vegetables,veg_exc_sta,Food_price (USD),188241817.9683052,177848231.1144163,198840482.4782532,0,0,0
Veg,Vegetables,veg_exc_sta,Food_price (USD),188303400.1016091,178044843.57394361,198710482.3626242,0,0,0
Vegan,Vegetables,veg_exc_sta,Food_price (USD),188433741.6207839,177727991.8306386,198890014.1317245,0,0,0
DGAplus,Vegetables,veg_oth,Food_price (USD),27918068.6098501,22194270.3441059,33148736.7546352,76487.85920506877,60806.22012083808,90818.45686201425
Med,Vegetables,veg_oth,Food_price (USD),27806508.1899906,22453033.294684,33779265.1532735,76182.21421915233,61515.15971146301,92545.93192677671
US,Vegetables,veg_oth,Food_price (USD),27908200.9385658,22345639.5004636,33848815.7455021,76460.82448922137,61220.930138256444,92736.4814945263
Veg,Vegetables,veg_oth,Food_price (USD),28009151.8986005,22578590.7405679,33627378.0390293,76737.40246191918,61859.15271388466,92129.80284665561
Vegan,Vegetables,veg_oth,Food_price (USD),28033573.5898418,22188635.8411978,33404272.1220663,76804.31120504603,60790.78312656932,91518.55375908576
DGAplus,Vegetables,veg_ro,Food_price (USD),130206289.365528,128163660.542834,132551272.688709,356729.55990555615,351133.3165557096,363154.1717498877
Med,Vegetables,veg_ro,Food_price (USD),130271741.293665,128172288.485618,132545895.768065,356908.88025661645,351156.95475511777,363139.44046045205
US,Vegetables,veg_ro,Food_price (USD),130304487.656347,128242944.487295,132471504.614436,356998.5963187589,351350.5328419041,362935.62908064655
Veg,Vegetables,veg_ro,Food_price (USD),130287694.08443,128131434.829853,132494477.411799,356952.5865326849,351045.02693110413,362998.5682515041
Vegan,Vegetables,veg_ro,Food_price (USD),130354391.335173,128218860.008661,132564335.010074,357135.31872650137,351284.54796893423,363189.9589317096
DGAplus,Vegetables,veg_sta,Food_price (USD),173997191.402392,167921354.725272,179876050.504231,476704.63397915615,460058.5060966356,492811.09727186576
Med,Vegetables,veg_sta,Food_price (USD),174113853.664032,168622991.093175,179906485.012095,477024.25661378633,461980.79751554795,492894.4794851918
US,Vegetables,veg_sta,Food_price (USD),174040102.526974,168419455.789525,179411207.936159,476822.19870403834,461423.1665466438,491537.55598947674
Veg,Vegetables,veg_sta,Food_price (USD),174333078.58893,168504280.628174,179964105.685639,477624.8728463836,461655.5633648603,493052.3443442164
Vegan,Vegetables,veg_sta,Food_price (USD),173942337.951817,168321114.175102,179728308.457718,476554.3505529233,461153.73746603285,492406.3245416932
DGAplus,Other,added_sugar,GHG (kgCO2-eq),-13313567.6328106,-13584016.2881915,-13048080.9236063,-36475.52776112493,-37216.48298134658,-35748.166913989866
Med,Other,added_sugar,GHG (kgCO2-eq),-13376896.1505928,-13621627.5370106,-13119981.8287905,-36649.03054956932,-37319.52749865918,-35945.15569531644
US,Other,added_sugar,GHG (kgCO2-eq),-13384036.6724915,-13623259.4780897,-13130335.9946127,-36668.59362326439,-37323.998570108764,-35973.52327291151
Veg,Other,added_sugar,GHG (kgCO2-eq),-13300560.9402473,-13549801.4059854,-13062565.5812281,-36439.8929869789,-37122.743578042195,-35787.85090747425
Vegan,Other,added_sugar,GHG (kgCO2-eq),-13303815.3157436,-13572515.0032086,-13048525.1112424,-36448.80908422904,-37184.97261153041,-35749.383866417535
DGAplus,Dairy,dairy_cow,GHG (kgCO2-eq),136436811.644791,134609638.223087,138211089.155711,373799.4839583315,368793.52937832056,378660.51823482465
Med,Dairy,dairy_cow,GHG (kgCO2-eq),52708303.5867302,50663076.759648,54575339.6433176,144406.3111965211,138802.9500264329,149521.47847484273
US,Dairy,dairy_cow,GHG (kgCO2-eq),136390858.809772,134503863.774139,138135393.028881,373673.5857801973,368503.73636750405,378453.13158597535
Veg,Dairy,dairy_cow,GHG (kgCO2-eq),136371399.594853,134482453.733601,138251355.479776,373620.272862611,368445.07872219454,378770.8369308931
Vegan,Dairy,dairy_cow,GHG (kgCO2-eq),-114648989.743731,-116606400.858002,-112858975.012831,-314106.8212157014,-319469.5913917863,-309202.6712680301
DGAplus,Dairy,dairy_soy,GHG (kgCO2-eq),-525784.74853082,-634491.608348641,-417872.050647865,-1440.506160358411,-1738.3331735579204,-1144.8549332818218
Med,Dairy,dairy_soy,GHG (kgCO2-eq),-524321.77201485,-634766.059375908,-410944.476341773,-1436.4980055201372,-1739.0850941805697,-1125.875277648693
US,Dairy,dairy_soy,GHG (kgCO2-eq),-523172.645447615,-644244.543073676,-410352.88045943,-1433.3497135551097,-1765.0535426676054,-1124.254467012137
Veg,Dairy,dairy_soy,GHG (kgCO2-eq),-523418.592813869,-644513.408530584,-408528.969278595,-1434.0235419558055,-1765.7901603577643,-1119.2574500783426
Vegan,Dairy,dairy_soy,GHG (kgCO2-eq),34628491.6400513,34518643.7119552,34747286.5394032,94872.57983575699,94571.62660809643,95198.04531343342
DGAplus,Dairy,dairy_tot,GHG (kgCO2-eq),0,0,0,0,0,0
Med,Dairy,dairy_tot,GHG (kgCO2-eq),0,0,0,0,0,0
US,Dairy,dairy_tot,GHG (kgCO2-eq),0,0,0,0,0,0
Veg,Dairy,dairy_tot,GHG (kgCO2-eq),0,0,0,0,0,0
Vegan,Dairy,dairy_tot,GHG (kgCO2-eq),0,0,0,0,0,0
DGAplus,Dairy,dairy_tot_calculated,GHG (kgCO2-eq),135911026.8962602,133975146.61473837,137793217.10506314,372358.97779797314,367055.1962047627,377515.66330154287
Med,Dairy,dairy_tot_calculated,GHG (kgCO2-eq),52183981.81471535,50028310.7002721,54164395.166975826,142969.81319100095,137063.86493225233,148395.60319719405
US,Dairy,dairy_tot_calculated,GHG (kgCO2-eq),135867686.1643244,133859619.23106532,137725040.1484216,372240.2360666422,366738.68282483646,377328.8771189632
Veg,Dairy,dairy_tot_calculated,GHG (kgCO2-eq),135847981.00203913,133837940.32507043,137842826.5104974,372186.2493206552,366679.28856183676,377651.57948081475
Vegan,Dairy,dairy_tot_calculated,GHG (kgCO2-eq),-80020498.10367972,-82087757.14604682,-78111688.4734278,-219234.24137994443,-224897.9647836899,-214004.62595459673
DGAplus,Fruit,fruit_exc_juice,GHG (kgCO2-eq),40327775.4771039,39676001.2499447,40908251.9693171,110487.05610165451,108701.37328751973,112077.40265566329
Med,Fruit,fruit_exc_juice,GHG (kgCO2-eq),37866147.9815423,37241311.387889,38454701.0820712,103742.87118230766,102030.99010380547,105355.34543033206
US,Fruit,fruit_exc_juice,GHG (kgCO2-eq),26266359.6279381,25667917.471065,26880457.9763763,71962.62911763863,70323.06156456165,73645.09034623644
Veg,Fruit,fruit_exc_juice,GHG (kgCO2-eq),26280365.5998646,25655024.6762628,26835665.0641533,72001.00164346465,70287.73883907616,73522.37003877616
Vegan,Fruit,fruit_exc_juice,GHG (kgCO2-eq),26256118.3530484,25647465.6090703,26856174.4420292,71934.57083026959,70267.02906594603,73578.56011514849
DGAplus,Fruit,fruit_juice,GHG (kgCO2-eq),-16362883.9696956,-17146424.1859535,-15635003.1602177,-44829.81909505644,-46976.50461905069,-42835.62509648685
Med,Fruit,fruit_juice,GHG (kgCO2-eq),22122624.5717383,21374755.3348492,22898157.9370189,60609.930333529584,58560.9735201348,62734.67927950384
US,Fruit,fruit_juice,GHG (kgCO2-eq),14197306.8331887,13404628.1039236,14886219.0080077,38896.73104983205,36725.00850390027,40784.16166577452
Veg,Fruit,fruit_juice,GHG (kgCO2-eq),14154465.328838,13441454.2665333,14942991.2162957,38779.35706530959,36825.90210009123,40939.701962453975
Vegan,Fruit,fruit_juice,GHG (kgCO2-eq),14180335.5301038,13372167.4126547,14961449.3303871,38850.234329051505,36636.07510316356,40990.27213804685
DGAplus,Grains,gr_refined,GHG (kgCO2-eq),-18221713.9126768,-18568048.7909224,-17891965.9065752,-49922.5038703474,-50871.366550472325,-49019.08467554849
Med,Grains,gr_refined,GHG (kgCO2-eq),-15001165.5781758,-15367299.7511863,-14634422.4143154,-41099.08377582411,-42102.191099140546,-40094.30798442575
US,Grains,gr_refined,GHG (kgCO2-eq),-14993907.1281731,-15373335.8719598,-14638032.0223897,-41079.19761143315,-42118.72841632822,-40104.19732161562
Veg,Grains,gr_refined,GHG (kgCO2-eq),-14998580.5270732,-15344970.9467051,-14640055.751436,-41092.00144403617,-42041.016292342734,-40109.74178475617
Vegan,Grains,gr_refined,GHG (kgCO2-eq),-15000793.3654643,-15370154.14231,-14639527.6240329,-41098.06401497068,-42110.01134879452,-40108.294860364105
DGAplus,Grains,gr_whole,GHG (kgCO2-eq),20663286.0839722,20486303.9766984,20858055.4764092,56611.742695814246,56126.860210132596,57145.357469614246
Med,Grains,gr_whole,GHG (kgCO2-eq),16731742.1130224,16537350.9855364,16922153.1202521,45840.3893507463,45307.81091927781,46362.063343156435
US,Grains,gr_whole,GHG (kgCO2-eq),16729498.087639,16550629.3741578,16930947.961684,45834.24133599726,45344.19006618575,46386.158799134246
Veg,Grains,gr_whole,GHG (kgCO2-eq),20657829.2678533,20495522.7914727,20842362.0788625,56596.79251466658,56152.11723691151,57102.36185989726
Vegan,Grains,gr_whole,GHG (kgCO2-eq),20665119.3612209,20484108.9873803,20860347.6573981,56616.76537320794,56120.84654076795,57151.63741752904
DGAplus,Protein,leg_tot,GHG (kgCO2-eq),10067073.9687743,9920297.74149989,10210325.8632801,27581.024571984384,27178.897921917505,27973.495515835893
Med,Protein,leg_tot,GHG (kgCO2-eq),3334680.30172984,3184674.54450982,3484603.38216203,9136.110415698193,8725.13573838307,9546.858581265835
US,Protein,leg_tot,GHG (kgCO2-eq),3334976.26318959,3188581.59251463,3476423.7182618,9136.921269012575,8735.839979492137,9524.448543183013
Veg,Protein,leg_tot,GHG (kgCO2-eq),19063159.2171813,18913032.8019679,19204863.5113374,52227.83347172959,51816.52822456959,52616.06441462301
Vegan,Protein,leg_tot,GHG (kgCO2-eq),21248563.5738602,21099544.8366387,21392559.602468,58215.242668110135,57806.972155174524,58609.75233552876
DGAplus,Other,oil,GHG (kgCO2-eq),-184843.716590428,-290424.464183603,-82725.5511834564,-506.42114134363834,-795.6834635167205,-226.6453457080997
Med,Other,oil,GHG (kgCO2-eq),-190314.720598017,-293330.109648681,-86565.3970204577,-521.4101934192247,-803.6441360237836,-237.16547128892523
US,Other,oil,GHG (kgCO2-eq),-184359.492514325,-282824.140714103,-89279.5213573729,-505.09450003924655,-774.8606594906931,-244.6014283763641
Veg,Other,oil,GHG (kgCO2-eq),-185760.030779883,-287691.397135181,-87153.9921246519,-508.9315911777617,-788.195608589537,-238.77806061548463
Vegan,Other,oil,GHG (kgCO2-eq),-191269.713436495,-293211.060594119,-79837.2891838706,-524.0266121547808,-803.317974230463,-218.73229913389204
DGAplus,Protein,pf_egg,GHG (kgCO2-eq),-23483944.6470655,-24770003.1257058,-22285340.0195286,-64339.57437552192,-67863.02226220767,-61055.72608090028
Med,Protein,pf_egg,GHG (kgCO2-eq),-9812193.72809875,-10984738.737636,-8551127.63702281,-26882.7225427363,-30095.174623660274,-23427.746950747423
US,Protein,pf_egg,GHG (kgCO2-eq),-9780737.38524516,-10998029.6048113,-8468991.42148645,-26796.540781493586,-30131.58795838712,-23202.71622325055
Veg,Protein,pf_egg,GHG (kgCO2-eq),-12760770.1308401,-14020514.7113699,-11561261.1816994,-34961.01405709617,-38412.3690722463,-31674.688169039455
Vegan,Protein,pf_egg,GHG (kgCO2-eq),-38446684.2666013,-39778782.0896127,-37159382.2861876,-105333.38155233233,-108982.9646290759,-101806.52681147287
DGAplus,Protein,pf_ns,GHG (kgCO2-eq),2203992.46558292,2026170.67685241,2392564.74220438,6038.335522144986,5551.152539321671,6554.971896450356
Med,Protein,pf_ns,GHG (kgCO2-eq),-284113.027255394,-463628.857134085,-102076.943313141,-778.3918554942301,-1270.2160469426985,-279.66285839216715
US,Protein,pf_ns,GHG (kgCO2-eq),-286505.109147164,-459468.268322914,-105630.916227731,-784.945504512778,-1258.8171734874356,-289.39977048693424
Veg,Protein,pf_ns,GHG (kgCO2-eq),2204843.17102717,2035393.56184861,2376502.16165542,6040.666221992246,5576.420717393452,6510.964826453205
Vegan,Protein,pf_ns,GHG (kgCO2-eq),3147913.6019039,2977334.68050288,3319136.03404992,8624.420827133972,8157.081316446246,9093.523380958684
DGAplus,Protein,pf_pm,GHG (kgCO2-eq),0,0,0,0,0,0
Med,Protein,pf_pm,GHG (kgCO2-eq),0,0,0,0,0,0
US,Protein,pf_pm,GHG (kgCO2-eq),0,0,0,0,0,0
Veg,Protein,pf_pm,GHG (kgCO2-eq),0,0,0,0,0,0
Vegan,Protein,pf_pm,GHG (kgCO2-eq),0,0,0,0,0,0
DGAplus,Protein,pf_poultry,GHG (kgCO2-eq),0,0,0,0,0,0
Med,Protein,pf_poultry,GHG (kgCO2-eq),0,0,0,0,0,0
US,Protein,pf_poultry,GHG (kgCO2-eq),0,0,0,0,0,0
Veg,Protein,pf_poultry,GHG (kgCO2-eq),0,0,0,0,0,0
Vegan,Protein,pf_poultry,GHG (kgCO2-eq),0,0,0,0,0,0
DGAplus,Protein,pf_poultry_tot,GHG (kgCO2-eq),-26478352.1555397,-27619588.9217789,-25309855.1491526,-72543.43056312246,-75670.10663501068,-69342.06890178795
Med,Protein,pf_poultry_tot,GHG (kgCO2-eq),-10620957.3023899,-11766887.9980492,-9443594.76291539,-29098.5131572326,-32238.049309723836,-25872.86236415175
US,Protein,pf_poultry_tot,GHG (kgCO2-eq),-10633514.5377913,-11630397.5504954,-9450872.76669718,-29132.916541893974,-31864.102878069585,-25892.80210054022
Veg,Protein,pf_poultry_tot,GHG (kgCO2-eq),-60906178.7327145,-62044076.0863099,-59780845.1619276,-166866.24310332738,-169983.77009947918,-163783.13742993865
Vegan,Protein,pf_poultry_tot,GHG (kgCO2-eq),-60937972.5447647,-62144281.5403987,-59763268.5447015,-166953.3494377115,-170258.30559013344,-163734.9823142507
DGAplus,Protein,pf_redm,GHG (kgCO2-eq),0,0,0,0,0,0
Med,Protein,pf_redm,GHG (kgCO2-eq),0,0,0,0,0,0
US,Protein,pf_redm,GHG (kgCO2-eq),0,0,0,0,0,0
Veg,Protein,pf_redm,GHG (kgCO2-eq),0,0,0,0,0,0
Vegan,Protein,pf_redm,GHG (kgCO2-eq),0,0,0,0,0,0
DGAplus,Protein,pf_redm_tot,GHG (kgCO2-eq),-378492396.290285,-387553189.280284,-369638122.57226,-1036965.4692884521,-1061789.5596720108,-1012707.1851294795
Med,Protein,pf_redm_tot,GHG (kgCO2-eq),-89257841.2553784,-98488876.9125413,-80455504.3558172,-244542.03083665314,-269832.5394864145,-220426.03933100603
US,Protein,pf_redm_tot,GHG (kgCO2-eq),-89359031.3865784,-97794910.3837849,-80486884.0339433,-244819.26407281752,-267931.2613254381,-220512.01105189943
Veg,Protein,pf_redm_tot,GHG (kgCO2-eq),-492865922.551484,-501454101.464417,-484060053.358614,-1350317.596031463,-1373846.8533271698,-1326191.9270099015
Vegan,Protein,pf_redm_tot,GHG (kgCO2-eq),-492940537.91408,-501705291.107693,-483803659.230311,-1350522.021682411,-1374535.0441306657,-1325489.4773433178
DGAplus,Protein,pf_seafood,GHG (kgCO2-eq),42539906.501983,40702868.4102256,44437777.8278742,116547.68904652877,111514.70797322082,121747.33651472384
Med,Protein,pf_seafood,GHG (kgCO2-eq),144135238.608754,142323349.551939,146048622.012436,394891.06468151783,389926.9850738055,400133.21099297534
US,Protein,pf_seafood,GHG (kgCO2-eq),54997195.4323943,52893547.4657549,56881271.3892969,150677.2477599844,144913.8286733011,155839.09969670384
Veg,Protein,pf_seafood,GHG (kgCO2-eq),-46579561.5577095,-48438596.4739143,-44658701.4857736,-127615.23714440959,-132708.48349017618,-122352.60681033864
Vegan,Protein,pf_seafood,GHG (kgCO2-eq),-46610455.8171507,-48596315.1191642,-44742422.8753305,-127699.8789510978,-133140.58936757315,-122581.98048035754
DGAplus,Other,sat_fat,GHG (kgCO2-eq),-53821328.095552,-54607545.4782068,-53063560.9083838,-147455.6934124712,-149609.71363892272,-145379.6189270789
