Age_label,food,mean,se
35-44,sfat_energy,11.517402911324861,Inf
45-54,sfat_energy,11.473647173867642,Inf
55-64,sfat_energy,11.704540875271864,Inf
65-74,sfat_energy,12.046920807801964,Inf
75+,sfat_energy,12.569609595161547,Inf
20-34,sfat_energy_1,NA,NA
35-44,sfat_energy_1,11.54454198600959,Inf
45-54,sfat_energy_1,11.575800911180439,Inf
55-64,sfat_energy_1,11.669246498930042,Inf
65-74,sfat_energy_1,11.962247952232124,Inf
75+,sfat_energy_1,12.488479387414957,Inf
20-34,sfat_energy_2,NA,NA
35-44,sfat_energy_2,NA,NA
45-54,sfat_energy_2,NA,NA
55-64,sfat_energy_2,NA,NA
65-74,sfat_energy_2,NA,NA
75+,sfat_energy_2,NA,NA
20-34,sodium,3509.867507758873,Inf
35-44,sodium,3470.1300553186525,Inf
45-54,sodium,3922.7958137560204,Inf
55-64,sodium,3377.12274084888,Inf
65-74,sodium,3409.4311075166356,Inf
75+,sodium,3334.821801078569,Inf
20-34,sodium_1,3492.8608963960532,Inf
35-44,sodium_1,3406.062527570173,Inf
45-54,sodium_1,3843.443595191308,Inf
55-64,sodium_1,3331.0306636115756,Inf
65-74,sodium_1,3420.3524769071464,Inf
75+,sodium_1,3287.468072377099,Inf
20-34,sodium_2,NA,NA
35-44,sodium_2,NA,NA
45-54,sodium_2,NA,NA
55-64,sodium_2,NA,NA
65-74,sodium_2,NA,NA
75+,sodium_2,NA,NA
20-34,ssb,327.40792017152233,Inf
35-44,ssb,332.944345107257,Inf
45-54,ssb,309.2439641085921,Inf
55-64,ssb,277.6132868713926,Inf
65-74,ssb,148.4168837519851,Inf
75+,ssb,155.07970603544038,Inf
20-34,ssb_1,NA,NA
35-44,ssb_1,350.1310208518028,Inf
45-54,ssb_1,315.108417248761,Inf
55-64,ssb_1,299.9300959400148,Inf
65-74,ssb_1,155.47074179928993,Inf
75+,ssb_1,159.1897497304459,Inf
20-34,ssb_2,NA,NA
35-44,ssb_2,NA,NA
45-54,ssb_2,NA,NA
55-64,ssb_2,NA,NA
65-74,ssb_2,NA,NA
75+,ssb_2,NA,NA
20-34,veg_dg,0.161987301904395,Inf
35-44,veg_dg,0.1968572209661591,Inf
45-54,veg_dg,0.17907428828093516,Inf
55-64,veg_dg,0.17046023597389115,Inf
65-74,veg_dg,0.16336740895660454,Inf
75+,veg_dg,0.1187255112353884,Inf
20-34,veg_dg_1,0.16839795597131485,Inf
35-44,veg_dg_1,0.19952638468409503,Inf
45-54,veg_dg_1,0.17292731139184786,Inf
55-64,veg_dg_1,0.1523320533174546,Inf
65-74,veg_dg_1,0.17230921673005845,Inf
75+,veg_dg_1,0.12424077540829016,Inf
20-34,veg_dg_2,NA,NA
35-44,veg_dg_2,NA,NA
45-54,veg_dg_2,NA,NA
55-64,veg_dg_2,NA,NA
65-74,veg_dg_2,NA,NA
75+,veg_dg_2,NA,NA
20-34,veg_dg_grams,19.11450162471861,Inf
35-44,veg_dg_grams,23.229152074006773,Inf
45-54,veg_dg_grams,21.13076601715035,Inf
55-64,veg_dg_grams,20.114307844919153,Inf
65-74,veg_dg_grams,19.277354256879335,Inf
75+,veg_dg_grams,14.009610325775832,Inf
20-34,veg_exc_sta,1.0207386549080595,Inf
35-44,veg_exc_sta,1.1314074328762376,Inf
45-54,veg_exc_sta,1.16293654475186,Inf
55-64,veg_exc_sta,1.1735084295919889,Inf
65-74,veg_exc_sta,1.2052181476002382,Inf
75+,veg_exc_sta,1.078743354510368,Inf
20-34,veg_exc_sta_1,1.0329503784533995,Inf
35-44,veg_exc_sta_1,1.1222752368843287,Inf
45-54,veg_exc_sta_1,1.115134361352302,Inf
55-64,veg_exc_sta_1,1.1445467899048307,Inf
65-74,veg_exc_sta_1,1.1757967466334158,Inf
75+,veg_exc_sta_1,1.080630978446699,Inf
20-34,veg_exc_sta_2,NA,NA
35-44,veg_exc_sta_2,NA,NA
45-54,veg_exc_sta_2,NA,NA
55-64,veg_exc_sta_2,NA,NA
65-74,veg_exc_sta_2,NA,NA
75+,veg_exc_sta_2,NA,NA
20-34,veg_leg,0.10991462266097365,Inf
35-44,veg_leg,0.12918746768171327,Inf
45-54,veg_leg,0.12107724898813275,Inf
55-64,veg_leg,0.11679306361075861,Inf
65-74,veg_leg,0.11290786746415893,Inf
75+,veg_leg,0.08493430798624974,Inf
20-34,veg_leg_1,0.11393150795008891,Inf
35-44,veg_leg_1,0.1165924000036243,Inf
45-54,veg_leg_1,0.12107182002292768,Inf
55-64,veg_leg_1,0.11574932405132349,Inf
65-74,veg_leg_1,0.11607878663332234,Inf
75+,veg_leg_1,0.09740665437592481,Inf
20-34,veg_leg_2,NA,NA
35-44,veg_leg_2,NA,NA
45-54,veg_leg_2,NA,NA
55-64,veg_leg_2,NA,NA
65-74,veg_leg_2,NA,NA
75+,veg_leg_2,NA,NA
20-34,veg_oth,0.4936962393827692,Inf
35-44,veg_oth,0.5499746619229278,Inf
45-54,veg_oth,0.5940706897974944,Inf
55-64,veg_oth,0.6017398344823718,Inf
65-74,veg_oth,0.617860639727676,Inf
75+,veg_oth,0.5282415599529195,Inf
20-34,veg_oth_1,0.5177902598507111,Inf
35-44,veg_oth_1,0.5467698645792923,Inf
45-54,veg_oth_1,0.5628270377080021,Inf
55-64,veg_oth_1,0.5983129487212279,Inf
65-74,veg_oth_1,0.5755223569694684,Inf
75+,veg_oth_1,0.538347803314343,Inf
20-34,veg_oth_2,NA,NA
35-44,veg_oth_2,NA,NA
45-54,veg_oth_2,NA,NA
55-64,veg_oth_2,NA,NA
65-74,veg_oth_2,NA,NA
75+,veg_oth_2,NA,NA
20-34,veg_oth_grams,69.11747351358768,Inf
35-44,veg_oth_grams,76.99645266920989,Inf
45-54,veg_oth_grams,83.16989657164922,Inf
55-64,veg_oth_grams,84.24357682753205,Inf
65-74,veg_oth_grams,86.50048956187464,Inf
75+,veg_oth_grams,73.95381839340872,Inf
20-34,veg_ro,0.35388857165511595,Inf
35-44,veg_ro,0.3721169462850478,Inf
45-54,veg_ro,0.3705354849180127,Inf
55-64,veg_ro,0.3926296534231136,Inf
65-74,veg_ro,0.3940588885642196,Inf
75+,veg_ro,0.4038634037725202,Inf
20-34,veg_ro_1,0.3442920116787188,Inf
35-44,veg_ro_1,0.36452208612642106,Inf
45-54,veg_ro_1,0.37943389760699275,Inf
55-64,veg_ro_1,0.3888919931202997,Inf
65-74,veg_ro_1,0.4016134116235063,Inf
75+,veg_ro_1,0.39336751357874034,Inf
20-34,veg_ro_2,NA,NA
35-44,veg_ro_2,NA,NA
45-54,veg_ro_2,NA,NA
55-64,veg_ro_2,NA,NA
65-74,veg_ro_2,NA,NA
75+,veg_ro_2,NA,NA
20-34,veg_ro_grams,50.95995431833669,Inf
35-44,veg_ro_grams,53.58484026504689,Inf
45-54,veg_ro_grams,53.35710982819383,Inf
55-64,veg_ro_grams,56.53867009292836,Inf
65-74,veg_ro_grams,56.74447995324763,Inf
75+,veg_ro_grams,58.15633014324291,Inf
20-34,veg_sta,0.40396787581554244,Inf
35-44,veg_sta,0.4085768625000283,Inf
45-54,veg_sta,0.3898484640515899,Inf
55-64,veg_sta,0.46479448336487794,Inf
65-74,veg_sta,0.47593712247378717,Inf
75+,veg_sta,0.4997657278698646,Inf
20-34,veg_sta_1,0.41595505397202154,Inf
35-44,veg_sta_1,0.4170860602212021,Inf
45-54,veg_sta_1,0.3905009201842972,Inf
55-64,veg_sta_1,0.46103622825467233,Inf
65-74,veg_sta_1,0.45617617640351393,Inf
75+,veg_sta_1,0.47843981773795713,Inf
20-34,veg_sta_2,NA,NA
35-44,veg_sta_2,NA,NA
45-54,veg_sta_2,NA,NA
55-64,veg_sta_2,NA,NA
65-74,veg_sta_2,NA,NA
75+,veg_sta_2,NA,NA
20-34,veg_sta_grams,54.13169535928269,Inf
35-44,veg_sta_grams,54.74929957500379,Inf
45-54,veg_sta_grams,52.23969418291305,Inf
55-64,veg_sta_grams,62.28246077089364,Inf
65-74,veg_sta_grams,63.77557441148748,Inf
75+,veg_sta_grams,66.96860753456185,Inf
20-34,veg_tot,1.4328544305120483,Inf
35-44,veg_tot,1.5474712455969568,Inf
45-54,veg_tot,1.5734253222077992,Inf
55-64,veg_tot,1.6477903323682954,Inf
65-74,veg_tot,1.7087297074704064,Inf
75+,veg_tot,1.6061456660784503,Inf
20-34,veg_tot_1,1.4505808907513307,Inf
35-44,veg_tot_1,1.5439728034771154,Inf
45-54,veg_tot_1,1.509922914470947,Inf
55-64,veg_tot_1,1.610521283223686,Inf
65-74,veg_tot_1,1.6547323950858566,Inf
75+,veg_tot_1,1.5851234733211108,Inf
20-34,veg_tot_2,NA,NA
35-44,veg_tot_2,NA,NA
45-54,veg_tot_2,NA,NA
55-64,veg_tot_2,NA,NA
65-74,veg_tot_2,NA,NA
75+,veg_tot_2,NA,NA
20-34,veg_tot_grams,193.32362481592568,Inf
35-44,veg_tot_grams,208.55974458326733,Inf
45-54,veg_tot_grams,209.89746659990644,Inf
55-64,veg_tot_grams,223.17901553627323,Inf
65-74,veg_tot_grams,226.29789818348908,Inf
75+,veg_tot_grams,213.08836639698933,Inf
