foodcode,Foodgroup
58136130,gr_refined
58136140,gr_refined
58136150,gr_refined
58136160,gr_refined
58137220,gr_refined
58137230,gr_refined
58137240,gr_refined
58137250,gr_refined
58137300,gr_refined
58145110,gr_refined
58145111,gr_refined
58145112,gr_refined
58145113,gr_refined
58145117,gr_refined
58145119,gr_refined
58145120,gr_refined
58145135,gr_refined
58145136,gr_refined
58145140,gr_refined
58145160,gr_refined
58145170,gr_refined
58145190,gr_refined
58145300,gr_whole
58146120,gr_refined
58146150,gr_refined
58146160,gr_refined
58146210,gr_refined
58146215,gr_whole
58146221,gr_refined
58146222,gr_refined
58146223,gr_refined
58146301,gr_refined
58146302,gr_refined
58146303,gr_refined
58146315,gr_whole
58146321,gr_refined
58146322,gr_refined
58146323,gr_refined
58146331,gr_refined
58146332,gr_refined
58146333,gr_refined
58146341,gr_refined
58146342,gr_refined
58146343,gr_refined
58146351,gr_refined
58146352,gr_refined
58146353,gr_refined
58146361,gr_refined
58146362,gr_refined
58146363,gr_refined
58146371,gr_refined
58146372,gr_refined
58146373,gr_refined
58146381,gr_refined
58146382,gr_refined
58146383,gr_refined
58146391,gr_refined
58146392,gr_refined
58146393,gr_refined
58146401,gr_refined
58146402,gr_refined
58146403,gr_refined
58146411,gr_refined
58146412,gr_refined
58146413,gr_refined
58146421,gr_refined
58146422,gr_refined
58146423,gr_refined
58146431,gr_refined
58146432,gr_refined
58146433,gr_refined
58146441,gr_refined
58146442,gr_refined
58146443,gr_refined
58146451,gr_refined
58146452,gr_refined
58146601,gr_whole
58146602,gr_whole
58146603,gr_whole
58146612,gr_whole
58146613,gr_whole
58146622,gr_whole
58146623,gr_whole
58146632,gr_whole
58146641,gr_whole
58146642,gr_whole
58146652,gr_whole
58146653,gr_whole
58146662,gr_whole
58146672,gr_whole
58146682,gr_whole
58146683,gr_whole
58146692,gr_whole
58146693,gr_whole
58146702,gr_whole
58146713,gr_whole
58146722,gr_whole
58146723,gr_whole
58146732,gr_whole
58146733,gr_whole
58146741,gr_whole
58147330,gr_refined
58147340,gr_refined
58147510,gr_refined
58148110,gr_refined
58148111,gr_refined
58148112,gr_refined
58148114,gr_refined
58148117,gr_refined
58148118,gr_refined
58148120,gr_refined
58148130,gr_refined
58148150,gr_refined
58148160,gr_refined
58148170,gr_refined
58148180,gr_refined
58148550,gr_refined
58150100,gr_refined
58150110,gr_refined
58150310,gr_refined
58150320,gr_refined
58150330,gr_refined
58150340,gr_refined
58150510,gr_refined
58150520,gr_refined
58150530,gr_refined
58151100,gr_refined
58151170,gr_refined
58151180,gr_refined
58151190,gr_refined
58151200,gr_refined
58151210,gr_refined
58151220,gr_refined
58151230,gr_refined
58151400,gr_refined
58151410,gr_refined
58151420,gr_refined
58151430,gr_refined
58151440,gr_refined
58151450,gr_refined
58157210,gr_refined
58157300,gr_refined
58157310,gr_refined
58157320,gr_refined
58160000,gr_refined
58160100,gr_refined
58160102,gr_refined
58160104,gr_refined
58160106,gr_refined
58160110,gr_refined
58160120,gr_refined
58160130,gr_refined
58160132,gr_refined
58160135,gr_refined
58160140,gr_refined
58160150,gr_refined
58160154,gr_refined
58160156,gr_refined
58160400,gr_refined
58160410,gr_refined
58160420,gr_refined
58160430,gr_refined
58160440,gr_refined
58160450,gr_refined
58160460,gr_refined
58160470,gr_refined
58160480,gr_refined
58160490,gr_refined
58160500,gr_refined
58160510,gr_refined
58160520,gr_refined
58160530,gr_refined
58160540,gr_refined
58160550,gr_refined
58160560,gr_refined
58160570,gr_refined
58160580,gr_refined
58160600,gr_refined
58160610,gr_refined
58160620,gr_refined
58160630,gr_refined
58160640,gr_refined
58160660,gr_refined
58160670,gr_refined
58160690,gr_refined
58160700,gr_refined
58160710,gr_refined
58160720,gr_refined
58160800,gr_refined
58160805,gr_refined
58160810,gr_refined
58161200,gr_refined
58161320,gr_whole
58161321,gr_whole
58161322,gr_whole
58161323,gr_whole
58161325,gr_whole
58161420,gr_whole
58161424,gr_whole
58161430,gr_whole
58161432,gr_whole
58161434,gr_whole
58161435,gr_whole
58161437,gr_whole
58161439,gr_whole
58161440,gr_whole
58161442,gr_whole
58161444,gr_whole
58161460,gr_whole
58161462,gr_whole
58161464,gr_whole
58161470,gr_whole
58161472,gr_whole
58161474,gr_whole
58161480,gr_whole
58161490,gr_whole
58161500,gr_whole
58161502,gr_whole
58161510,gr_refined
58161524,gr_whole
58161530,gr_whole
58161532,gr_whole
58161534,gr_whole
58162090,gr_refined
58162110,gr_refined
58162120,gr_refined
58162140,gr_refined
58162310,gr_refined
58163130,gr_refined
58163310,gr_refined
58163330,gr_refined
58163360,gr_whole
58163380,gr_refined
58163405,gr_refined
58163410,gr_refined
58163420,gr_refined
58163430,gr_refined
58163450,gr_refined
58163510,gr_refined
58164110,gr_refined
58164500,gr_refined
58164510,gr_refined
58164520,gr_refined
58164530,gr_refined
58164540,gr_refined
58164550,gr_refined
58164560,gr_refined
58164570,gr_refined
58164580,gr_refined
58164800,gr_whole
58164820,gr_whole
58164840,gr_whole
58165000,gr_refined
58165010,gr_refined
58165020,gr_refined
58165030,gr_refined
58165040,gr_refined
58165060,gr_refined
58165070,gr_refined
58165080,gr_refined
58165400,gr_whole
58165420,gr_whole
58165460,gr_whole
58165470,gr_whole
58165480,gr_whole
58174000,gr_refined
58174100,gr_refined
58175000,other
58175110,gr_whole
58200250,gr_refined
58201005,gr_refined
58201015,gr_whole
58201025,gr_whole
58201035,gr_refined
58201045,gr_whole
58301050,gr_refined
58301110,gr_refined
58302000,gr_refined
58302050,gr_refined
58302080,gr_refined
58303100,gr_refined
58304010,gr_refined
58304060,gr_refined
58304200,gr_refined
58305250,gr_refined
58306020,gr_refined
58306070,gr_refined
58306100,gr_refined
58310210,gr_refined
58310310,gr_refined
58400000,gr_refined
58400100,gr_refined
58400200,gr_refined
58401010,gr_refined
58401200,gr_refined
58402010,gr_refined
58402020,pf_redm
58402030,pf_redm
58402100,gr_refined
58403010,gr_refined
58403040,gr_refined
58403050,gr_refined
58403060,gr_refined
58403100,other
58404010,gr_refined
58404030,gr_refined
58404040,gr_refined
58404100,gr_refined
58404500,gr_refined
58404510,gr_refined
58404520,gr_refined
58407010,gr_refined
58407030,gr_refined
58407035,gr_refined
58408010,gr_refined
58408500,gr_refined
58409000,gr_refined
58421010,gr_refined
58421020,gr_refined
58421060,gr_refined
58421080,gr_refined
58503010,gr_refined
58503050,gr_refined
58508000,gr_refined
58508300,gr_refined
58509020,gr_refined
58509100,gr_refined
59003000,gr_whole
