FNDDS_Code,FNDDS_Desc,FL_Score,FL_Score_Value_chr,FL_Score_Value,FL_Score_Value_grams
27550751,"Tuna salad submarine sandwich, with cheese, lettuce and tomato","Pelagic, canned (tuna)",1214,1214,0.001214
27550750,"Tuna salad submarine sandwich, with lettuce and tomato","Pelagic, canned (tuna)",1214,1214,0.001214
27450090,Tuna salad with cheese,"Pelagic, canned (tuna)",1214,1214,0.001214
27450100,Tuna salad with egg,"Pelagic, canned (tuna)",1214,1214,0.001214
27550755,Tuna salad wrap sandwich,"Pelagic, canned (tuna)",1214,1214,0.001214
27450068,"Tuna salad, made with any type of fat free dressing","Pelagic, canned (tuna)",1214,1214,0.001214
27450064,"Tuna salad, made with creamy dressing","Pelagic, canned (tuna)",1214,1214,0.001214
27450066,"Tuna salad, made with Italian dressing","Pelagic, canned (tuna)",1214,1214,0.001214
27450061,"Tuna salad, made with light mayonnaise","Pelagic, canned (tuna)",1214,1214,0.001214
27450063,"Tuna salad, made with light mayonnaise-type salad dressing","Pelagic, canned (tuna)",1214,1214,0.001214
27450060,"Tuna salad, made with mayonnaise","Pelagic, canned (tuna)",1214,1214,0.001214
27450062,"Tuna salad, made with mayonnaise-type salad dressing","Pelagic, canned (tuna)",1214,1214,0.001214
26155110,"Tuna, canned, NS as to oil or water pack","Pelagic, canned (tuna)",1214,1214,0.001214
26155180,"Tuna, canned, oil pack","Pelagic, canned (tuna)",1214,1214,0.001214
26155190,"Tuna, canned, water pack","Pelagic, canned (tuna)",1214,1214,0.001214
26153170,"Tuna, fresh, dried","Pelagic, cured (tuna)",331,331,3.31e-4
26215120,"Turtle, cooked, NS as to cooking method",Aquatic animals,NA,NA,NA
27250810,Fish and rice with tomato-based sauce,Unspecified fish,1674.14,1674.14,0.0016741400000000002
28351110,"Fish and vegetable soup, no potatoes, Mexican style",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27450750,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27450740,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27250050,"Fish cake or patty, NS as to fish",Unspecified fish,1674.14,1674.14,0.0016741400000000002
28350050,Fish chowder,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150320,Fish curry,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150325,Fish curry with rice,Unspecified fish,1674.14,1674.14,0.0016741400000000002
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150250,Fish moochim,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550000,"Fish sandwich, fried, from fast food",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550100,"Fish sandwich, fried, from fast food, with cheese",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550410,"Fish sandwich, fried, on wheat bun",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550400,"Fish sandwich, fried, on white bun",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550405,"Fish sandwich, fried, on white bun, with cheese",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550200,"Fish sandwich, from school cafeteria",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550420,"Fish sandwich, grilled",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550300,"Fish sandwich, NFS",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550100,"Fish sandwich, on bun, with cheese and spread",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550000,"Fish sandwich, on bun, with spread",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150210,Fish sauce,Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100260,"Fish stick, patty or nugget from fast food",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100270,"Fish stick, patty or nugget from restaurant, home, or other place",Unspecified fish,1674.14,1674.14,0.0016741400000000002
28350040,"Fish stock, home recipe",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150310,Fish with tomato-based sauce,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550425,Fish wrap sandwich,Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100122,"Fish, NS as to type, baked or broiled, made with margarine",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100120,"Fish, NS as to type, baked or broiled, made with oil",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100123,"Fish, NS as to type, baked or broiled, made without fat",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100123,"Fish, NS as to type, baked or broiled, no added fat",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100180,"Fish, NS as to type, canned",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100130,"Fish, NS as to type, coated, baked or broiled, made with oil",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100133,"Fish, NS as to type, coated, baked or broiled, made without fat",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100133,"Fish, NS as to type, coated, baked or broiled, no added fat",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100142,"Fish, NS as to type, coated, fried, made with margarine",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100140,"Fish, NS as to type, coated, fried, made with oil",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100110,"Fish, NS as to type, cooked, NS as to cooking method",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100170,"Fish, NS as to type, dried",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100200,"Fish, NS as to type, from fast food",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100100,"Fish, NS as to type, raw",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100190,"Fish, NS as to type, smoked",Unspecified fish,1674.14,1674.14,0.0016741400000000002
26100160,"Fish, NS as to type, steamed",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550150,Fried seafood sandwich,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27250520,Seafood restructured,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27450080,Seafood salad,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27550800,Seafood salad sandwich,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150140,Seafood sauce,Unspecified fish,1674.14,1674.14,0.0016741400000000002
28355450,"Seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy",Unspecified fish,1674.14,1674.14,0.0016741400000000002
28355460,"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",Unspecified fish,1674.14,1674.14,0.0016741400000000002
28355480,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",Unspecified fish,1674.14,1674.14,0.0016741400000000002
28355470,"Seafood soup with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes",Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150151,Spaghetti sauce with seafood,Unspecified fish,1674.14,1674.14,0.0016741400000000002
27150155,Spaghetti sauce with seafood and added vegetables,Unspecified fish,1674.14,1674.14,0.0016741400000000002
26157120,"Whiting, baked or broiled, made with oil","Demersal, average",1306,1306,0.001306
26157123,"Whiting, baked or broiled, made without fat","Demersal, average",1306,1306,0.001306
26157123,"Whiting, baked or broiled, no added fat","Demersal, average",1306,1306,0.001306
26157132,"Whiting, coated, baked or broiled, made with margarine","Demersal, average",1306,1306,0.001306
26157133,"Whiting, coated, baked or broiled, made without fat","Demersal, average",1306,1306,0.001306
26157140,"Whiting, coated, fried, made with oil","Demersal, average",1306,1306,0.001306
26157110,"Whiting, cooked, NS as to cooking method","Demersal, average",1306,1306,0.001306
26157160,"Whiting, steamed or poached","Demersal, average",1306,1306,0.001306
